index,id,title,category,comment
196,1234,Mowing of grass around Casey market town,General,Hi can you please arrange to mow the grass around Casey market town. The grass at the roundabout off Clarrie Hermes drive onto kingsland parade the area that joins kingsland parade to Dalkin crescent and also dalkin crescent. It really lets the area down. Thank you
197,1235,Poorly maintained road surface,General,"There are numerous potholes on Greenfield Rd, Empire Bay, on the NSW Central Coast."
198,1236,Unacceptable Road Surface,General,"The access to the playground and Marina that runs through Lot 26 Sorrento Rd, Empire Bay, is dangerously degraded and needs urgent repair."
199,1237,Serious flooding issues,General,"After minimal rain, and more so after moderate rainfall, the road at the intersection of Shelly Beach Rd and Sher Close becomes awash with water from blocked drains that have remained in disrepair for many years."
200,1238,Severely degraded road surface,General,"The road surface along the entirety of Kendall Rd, Empire Bay is unacceptable bad and needs urgent repair."
201,1239,Need for a stop sign,General,"The intersection of Greenfield Rd and Rickard Rd, Empire Bay, is in dire need of a STOP sign the slow traffic down as it nears the intersection. The 50 km speed limit is regularly flouted and a STOP sign will help reduce the risk of a collision. Also, there needs to be more signage and road painted speed signs to remind motorists of the speed limit."
202,124,Traffic Light Right turn arrow,General,It took a petition to get traffic lights installed here. now we need the traffic lights to be configured correctly......it desparately needs a right turn arrow. It is so busy that turning right into Perry street is almost impossible and many cars turn after the light has gone red.
203,1240,Pothole,General,Pothole just before rail bridge
204,1241,NBN Co proposed micronode installation,General,NBN propose to install a cabinet 800 x 800 x 400 outside my front entrance in Wood Street between 2 shrubs. I am concerned that it will impede access to the pavement from the street making it difficult when unloading persons or goods. NBN Case NO 511066-233420093 Thank you Phillip Cocks Member No 3578196 01
205,1243,Road Blocks For peppermint park,General,"Constant vandalism, street racing, dumping of rubbish, paint, burnt couches etc within peppermint park area. Street racing occurs most weekends on or around the park on langford drive, with limited lighting and no road block to stop cars going into the park and killing the wildlife and destroying the park itself. maybe CCTV, better lightning, blocks to stop cars entering the park."
206,1244,Pot hole central,General,Due to high traffic area the street is filled with constant large pot holes. Surprised not more is claimed against the council for tyre damage. more displays of 50kms zone as the street is full of children and we have allot of seeding drivers going up and down the street.
207,1245,Major highway needs updating,General,Central coast highway kariong hill is a major highway. Has major traffic in both directions and is bumper to bumper during peak hours. Needs to be updated to use as a motorway not an old outdated highway with little traffic. There are no safety signs if breakdown or accident on the hill until we are literally on top of the accident. and we see children and bike riders taking lives into danger getting up and down the hill
208,1246,Streetlights constantly on,General,The streetlights in the section of Athlon Drive at Beasley Street have been on constantly for well over a month.
209,1247,Potholes,General,Potholes as you turn into Airlie Street. Lightly repaired each time it rains but need to be fully repaired with new hotmix road base as has been done in other areas of this street.
210,1248,Line Marking Required,General,"Sharp turn on Aberfeldy Crescent near Hebridges Place, creates a blind spot driving in both directions. As there is no line marking in the middle vehicles tend to drive in the middle of the road. I have seen a few near-miss incidents of head on collusion."
211,1249,"Over 10,000 cars, trucks and buses use this one way, four metre wide, residential street every day. RMS maximum recommendation is 2000 cars per day. This is getting worse.",General,"Mary St, St Peters is a single lane, one way street between the Princes Highway and Unwins Bridge Road St Peters. Since the development of IKEA and the light industrial site in Mary St we residents have been inundated with cars, buses and trucks. With the opening of hundreds of apartments in Ricketty St there will be hundreds of vehicles more as this is the only access to go west to the Metro Shjopping Centre etc. The Council needs to look at the impact of all related developments in the area when allowing development applications. Mary St must be the most abused road in Australia."
212,125,Access right turn out of the street,General,Access from lower MacMillan Street is difficult and lengthy at times. Aroundabout at nearby Brady's Corner on Frenchs Forest Road would ease the problem.
213,1250,Smashed glass on bus stop,General,Oxford St Near Moncur St Stop ID: 202148 Smashed glass on bus stop
214,1251,Noisy metal plate,General,There is a square metal plate covering something (not sure what) on the road in front of our house. When cars drive over it there is a loud noise as the plate moves. I would love the plate to be re-seated so that it is no longer noisy when driven over.
215,1252,"Pot holes, patchy road",General,The whole road all the way fromatcham rd to The main Entrance rd is patchy with potholes and extremely bumpy to drive on. My elderly cousin is too scared to drive on it because the bumps rip the stearing wheel around and hurt her wrists.
216,1253,Lake Road,General,What is going on for funding of the Lake Road to Emerald Drive Link Road that has been proposed by the Council? Does the Federal Member for Cowper in Canberra or the NSW State Member for Port Macquarie has done anything to gain funding for this project?
217,1254,Traffic light obscured by tree,General,New tree growth now obscures traffic light
218,1257,"Graffiti of a penis,into the cement of the footpath",General,"Almost at intersection of Harrison St and Rangers Rd. on Northern side of footpath, graffiti of a penis had been inscribed into the cement when the path was freshly laid, approximately 3-4 years ago."
219,1258,Pedestrian Crossing needs repair,General,The pedestrian crossing on Duke Street (near Evaline Street) is in very very poor condition and I am in appalled that the council has not maintained this. Paint is not that expensive surely. I have used this crossing many times and most cars won't stop because they don't see the Zebras markings on the speed hump. Also where is the bright pedestrian light overhead for night visibility? Could you please fix this as someone is going to get killed if nothing is done soon. Thank you for reading this.
220,1259,Road surface rough and dangerous,General,"Road surface broken and rough, semi trailers have to pull up at bridge due to bridge being on awkward corner"
221,126,Deplorable state of Tinderry Road,General,"As you well know, this road is full of pot holes and corrugations. The low level crossing at Michelago Creek is in appalling condition and has been for years yet nothing done to rectify it bar spreading a bit of gravel over the top to cover the exposed reo. The first decent rain washed that away. There are pot holes in the cement of the crossing and the approach either side is dangerous. The first 4 km of this road is beyond just grading. There are areas where you cannot avoid pot holes as they are from one side of the road to the other. Most of the sheeting gravel had been pushed to the sides of the road which means the main vehicle path is down to bed rock. This road needs more work that just simply grading the gravel back onto the road as if that is all that is done, the road will deteriorate rapidly again. There are a lot of trucks using this road as well as local traffic yet it does not receive very much attention at all. Grading it once a year is not good enough. There are no guide posts on this section of road. The take off drains in some spots go up hill."
222,1260,Advertising sign obstructing footpath and pedestrian crossing,General,"Archer Hotel, 60 O'Connell Street, North Adelaide. Seems to happen most evenings and late afternoon. The Archer Hotel positions an A-Frame Sign in the where the footpath for Archer Street and O'Connell Street intersect affecting people crossing two legs of the O'Connell Street and Archer Street intersection. http://www.adelaidecitycouncil.com/ city-business/ business-responsibilities/ permits-licences-for-business/ objects-on-footpath/ See policy - Operating Guidelines, Setback and Clearance Summary Table, ""Adjacent to bus, taxi and loading zones, construction sites, disabled access car parking spaces and pedestrian crossings Not permitted"""
223,1261,Abandoned vehicle,General,"A Holden Astra with no number plates has been parked in the front yard of 12 Wyuna Avenue, which is an empty derelict property, for about 2 weeks."
224,1262,Water flowing down Little Charles St Abbotsford,General,"Since about October 2016, water has been constantly flowing down Little Charles St, between Victoria and Langridge Sts. It causes a considerable puddle at the Langridge St end. Doesn't appear to be adversely impacting anyone but certainly is a great waste of water."
225,1263,"Broken kerb infront of 1 ennis place, lalor park",General,"A large concrete chunk of the kerb/gutter has broken away and someone has moved it onto the grass. As a result, earth and grass is spilling into the street gutter blocking the flow of rain in the gutter. This has been an issue for many years but has recently become worse."
226,1265,Old roads very poor condition-NEW Development area,General,"Sam Riley Drive, Hezlett, Foxall, Withers, Barry, Commercial & Green roads a new development area and houses / units built and very poor old roads. Very slow to non existent improvements. Appears no control or advice to contractors and no vision for foot paths or cycle ways - Blacktown council have done a beautiful job through The Ponds."
227,1266,Bushfire waiting to happen,General,This is a disgrace when will the ACT government learn a lesson this area and s prime bushfire hazard please do something now
228,1267,Lack of weed slashing is a fire hazard,General,"Bottom end of Kerrigan drive is a high fire hazard due to its location just take a look at the map Very neglected as weed slashing goes ,disappointed rate payer"
229,1268,Laneway overgrown,General,"Since well before Xmas, the lanes in our area have been infested with weeds. I hope they can be cleared soon, it makes the area look rather uncared for. Thanks"
230,1269,Boat on trailer parked on Queen Street opposite Arlinton Street,General,"A trailer boat has been parked for several weeks and prior to that a car, at the top of the T intersection where Arlington Street meets Queens Road. Queens Road is a major thoroughfare carrying traffic to the City West Link. Arlington Street carries traffic from Queens St to Parramatta Road and Croydon Road. The vehicles are parked in such a way as to prevent through traffic passing vehicles turning right into Arlington Street, with a consequence that a considerable traffic jam can be caused by one vehicle turning right into Arlington Street. I have held mu licence for 50 years and seems to remember that at one state it was illegal to park at the top of a T intersection in any way that blocked through traffic from passing a vehicle making a right hand turn."
231,127,"Tree,s",General,"Trees planted on footpath are overgrown ,blocking footpath and roadway"
232,1270,Need a speed hump here to prevent cars from driving too fast for a closed court,General,Need a speed hump here to prevent cars from driving too fast for a closed court
233,1271,Park Street Campsie - Request for traffic changes (speeding cars),General,"Hi there,"
234,1272,Dead tree removal,General,Nature strip tree is dead and needs removing
235,1273,Uneven bumpy bitumen surface for 10 years,General,The bitumen is hilly bumpy and has been this way for at least 10 years.
236,1274,Graffiti on western side of toilet block,General,As above
237,1275,Drain cover crumbled,General,There's a gaping hole where a drain cover used to be.
238,1276,"Road washing away, too much water ponding, non existant drainage",General,This road needs to be repaired and drainage provided. A massive amount of water is always ponding in front of 48 Sorrento Rd Empire Bay NSW. Non existant drainage along this entire side of Sorrento Rd. Drainage needed desperately. PLEASE FIX THIS ASAP.
239,1277,Tree,General,"Hi,"
240,1278,Raised bump,General,There is a raised bump in the road which forces people to drive around it to avoid hitting and the possiblility to damage the cars suspension.
241,1279,Deep Pothole,General,Pothole on the corner of Tower Rd & Rabaul Rd Banskstown Airport is getting deeper & will cause damage to cars suspension. Also other potholes on the same road will cause problems with the amount of rain we've had lately.
242,128,Damaged Road Surface,General,"This street has had no work done on it in the 24 yeasr I have lived here. it is showing serious surface damage due to use, mostly by large trucks involved in redevelopment of properties in the street (Duplexes). While there may not be anything that can be done, the street is also very narrow and the aforementioned redevelopments have resulted in more cars being parked in the street. The street would benefit from the creation of parking bays into the nature strip and this may be less costly if incorporated into any repairs."
243,1280,Woman just tripped in this hole.,General,I just saw a woman fall when her foot went about 15cm down into the whole next to this access point.
244,1281,Broken seat at bus stop,Footpaths,There's a broken seat at the bus stop that almost ended up with me on the ground.
245,1282,Berringer way pothole in road,General,Hole in centre of street one and a half foot diameter three inch+ deep
246,1283,Potholes in laneway beside school,Pothole,There's a few potholes in this laneway that could provide a trip hazard for people walking through the lane.
247,1284,Pothole in middle of the road.,General,There's a pothole here in the middle of the road about the size of a dinner plate and quite deep.
248,1285,Dip and bump at the bridge entrance and exit.,General,Tabourie lake bridge. Remarkable and dangerous DIP and Bump at the entrance / exit of the bridge on both the northbound lane entry and southbound exit lane. A simple shaving and proper refilling will fix this problem. Please attend ASAP.
249,1286,Extremely uneven and bumpy road surface,General,Junction of Bawley Point Rd and A1 at Termeil is a very heavy and fast traffic road. The area highlighted is in urgent need of repairs as it is extremely uneven and very dangerous on the Southbound. Please forward to whom it might concern.
250,1288,Cement lid lifted,General,"A cement cover is lifted and a trip hazard. At the bus stop outside Stanhope garden shopping centre, on the shopping centre side of the road"
251,1289,Dumped rubbish,General,Dumped rubbish behind shopping centre
252,1290,Cement lid lifted,General,"A cement cover is lifted and a trip hazard. At the bus stop outside Stanhope garden shopping centre, on the shopping centre side of the road"
253,1291,Rubbish,General,Rubbish on footpath outside clubhouse
254,1292,Noise,General,Noise from passing traffic. Especially noisy vehicles.
255,1293,Signs,General,Parking street signs have either faded or are hidden due to tree branch coverage.
256,1294,Road Upgrade,General,The road has numerous pot holes and for a thoroughfare is unacceptable.
257,1296,Constant deep potholes and pools of water.,General,"Been living here for 10 years and the road is constantly patched to fill pot holes. No drainage. Water pools in front of driveways. Very bumpy road. Known locally as the ""3rd world road"". We are not waterfront so feel neglected."
258,1297,Road - on ramp,General,"The on ramp is insufficient to meet the needs of morning peak hour traffic. It forces commuters to stop, forcing traffic into the right lane. This is compounded with another on ramp just some 500m further along Adelaide Avenue."
259,1298,Rogh road surface corner werrington road and great western highway,General,Road surface is in very bad condition it is so rough and really needs attention at some point. There are pot holes that have been covered up but it is still really bad to drive over. ?
260,1299,Road not wide enough thurston street,General,This street is so bad whenever i drive along it most drivers do not stop hardly anyone ever gives way to me. There really should be no parking at all on this road it is so hopeless trying to drive along the road. Every time i drive along this road no one ever stops ! I really do not know how more accidents haven't occurred along this street.
261,130,No giveaway signs or road markings,General,"This intersection leads to the back of the local shopping centre but because there is no giveaway sign or road paint drivers are failing to giveaway correctly and continually pull out , cut corners, failure to follow give way to right rule + because the T intersection is on a bend it is 'blind'. This intersection is used by primary school children daily- Collision waiting to happen and often only narrowly avoided."
262,1300,Shattered glass usually along parts of haynes street,General,There is always broken glass along parts of this road. I am not sure who does it but there is mostly broken glass over the road. !
263,1302,Hidden potholes,General,We witnessed a small child ride his bike off the foot path to let people pass. When he rode off he fell into a drainage trench that could not Be seen because of the long grass. There are no warning signs at all.
264,1303,Pothole,General,Pothole on Ebden st near intersection with Chisolm
265,1305,Water not draining off exit road,General,Grass verge on southern side of Rocky Point Road exit road does not allow water to drain and water is pooling on road.
266,1306,Blocked drain,General,Drain on southern side of Rocky Point Road is blocked with debris and requires clearing as water is pooling on road.
267,1307,Foot path has bitumin broken,General,Part of the footpath has bitumen when someone has been doing work recently but the tar has collapsed. Anyone could very easily fall over and break a leg or injure them selves.
268,1308,Repair St Light at Bus Stop,General,Please repair street light at bus stop. My 17yr old daughter is catching the bus in the dark. We are concerned about her safety.
269,1309,Footpath build,General,"Hey act govt, any chance of a footpath being constructed here? So kids don't have to cross busy Barr Smith road to go to school."
270,131,Intersection a traffic hazzard,General,The intersection of Escort Way and Old Forbes Road is very dangerous. Traffic turning into Old Forbes Road from the direction of the city of Orange encounters traffic overtaking on the left side of the turning vehicle vehicle where there is very little room to do so. Also any trucks using the intersection turning onto Escort way take up most of the intersection. The Escort way road is the responsibility of Roads and Maritime services and Old Forbes Road is the responsibility of Orange City Council. Orange City Council and the RMS have already been informed of the problem and haven't done anything to fix it. I am submitting this on behalf of residents of Old Forbes Road and Falveys Lane Orange.
271,1311,Rubbish- hazardous,General,This laundry basket with rubbish in it has been here for months. I was going to add it to my cleanup pile but it possibly has asbestos in it. Please organise the removal of it. It's in front of a development site near a preschool
272,1313,Large and frequent potholes,General,Very large potholes on both sides of the road make it difficult and dangerous to drive as motorists are continually swerving to avoid car damage.
273,1314,Repair - Suburb sign,General,The Suburb sign for Mawson has been removed. The metal structure remains.
274,1315,Illegal dumping,General,Rubbish dumped by unknown at couple of places on street. Their is one more in the corner beside public fence.
275,1318,Lid off services pit cent Fishery pt and Bay st,General,Dangerous hazard open hole close to road edge 1.5 m deep with visible cables. Lid broken and fallen in
276,1319,Suburb change,General,A sign I needed to show that numbers are Eleebana on one side of street but Mount Hutton on the other.
277,1320,Street sign gone,General,The Burton Rd Sign has been vandalised and gone but there is still a sign to the Duck Crossing restaurant that is long gone.
278,1321,Dangerous spot for bus stop,General,Coming from Lambton we turned right towards Maitland road on a green arrow all of a sudden there was a bus stopped in the left lane vey dangerous. The bus stop should be moved further away from the corner
279,1322,Blind spot,General,I live on 61 Hemmings crescent Richardson . It is very hard to reverse out of my driveway due the following reasons. - Government tree in my view - blind spot . - neighbours trees - cars speeding pass on my street . Can one of your team members come out access this situation Thankyou Gina Lopilato 0403680601
280,1323,"Footpath obstructed, access to bench obstructed",General,The flower shop Flowers Due North is setting out goods for sale on the footpath in the following ways that inconvenience everyone and prevent a real hazard to Visually Impaired People. There are goods arrange for display along the building display. In addition the council provided bench for community use is obstructed and used as a display stand. Furthermore there is litter on the adjacent tree and the roots are being damaged through frequent disposal of liquid waste onto it.
281,1324,Large potholes in Park Street Charlestown.,General,"There are several large potholes to avoid when driving down Park St Charlestown, particularly from number 50, to opposite our driveway at 62 Park St. This becomes dangerous when traffic travelling in both directions are passing while trying to avoid these potholes. These potholes have been getting bigger for more than the last 6 months. As this is a safety concern it should attended to as soon as possible to avoid vehicle damage and/or possible collisions."
282,1325,9 Showers St Preston,General,"Water is bubbling out of the ground, outside 9 Showers Street."
283,1327,Grate on drain lifted,General,The grate in the drain at the bus stop has lifted and could damage cars and their tyres.
284,1328,Footpath Brocken and uneven.,General,Brocken and uneven section of footpath near the BBQ. Part of the footpath sticks up and it’s a trip hazard for people walking through that area.
285,1329,Upgrade the road to a stable durable surface,General,Diamond Fields Road is dangerous and unsafe with vicious corrugations making for hazardous driving conditions and as the road is high above drains on either side has become a safety issue. The severe dust caused by the gravel is hazardous to health. The road is in such a state of disrepair that many residents vehicles are damaged and visitors will not travel the road.
286,1330,Deeply corrugated and slippery surface very dangerous,General,"Diamond Fields Road Mittagong is off Old South Road Mittagong. The road is deeply corrugated and slippery almost impossible to drive on, even at very low speeds i.e. less than 10 kph. Council and the mayor are aware of the dangerous situation and seem to unwilling to attend to this road.The road has never been so seriously corrugated and almost impossible to drive on. There are approx.30 properties along the road. Most of us have to use /have purchased old vehicles to save the alarming damage and wear and tear to our vehicles. The mayor has seen the road at a meeting and refuses to expedite any serious repairs to the road. it is only a matter of time before someone is injured.We have had to close our cellar door as the road is basically impassable and we are not prepared to compromise visitors safety. Over the past 15 years the road has been occasionally graded, however now it is so corrugated and has deep sided culverts which make passing an on coming vehicle a serious threat to rolling our vehicle. Urgent attention is required and not small patch ups. The mayor and council have been aware of these ever worsening and more dangerous road conditions for over 15 years."
287,1331,Broken glass in the road,General,"My street is morialta street in Mansfield. It happened outside between number 18 and 17. I heard something dropped at around 2:15pm yesterday. Then a few mins later, everytime when a car drove pass my property, I heard broken glass been run over sound, and I thought it's going to cause hazards either from children walking on the street with bare feet or car tyres got damaged. I was about to go to work, so got my house mate to pick up big pieces from the road. When I came home after mid night, it was much clear but still can see some bits and pieces. Not sure what to do, so googled it and found this website. Hope you can help. Thanks."
288,1332,"Uneven, poorly laid bitumen footpath",General,"At 6 pm on 14th October I was visiting my brother in Dydney and walking up Bickleigh Street with my 11 year old nephew towards a pizza restaurant. Wearing sensible low heeled boots and walking at normal speed, and I am surefooted. My right foot twisted over on uneven bitumen close to grass and I fell sideways. I was carrying a bottle in my right hand, it smashed as I landed and I sustained two deep cuts to my left hand which wax extended to protect my fall. That night I had to locate and attend an emergency department at Concord Hospital, the arm was treated superficially and immobilised in a cast as there was glass deeply embedded in a cut; then return to the hospital for the whole of the next day prepped and awaiting a general anaesthetic and plastic surgery to clean the wounds thoroughly and remove a large piece of glass. This affected my holiday; along with shock and discomfort, it meant that I had to change flights, as I was booked to fly to Hobart on Monday but medically unready to fly. I will follow up with the Canada Bay Council as I am unhappy about what happened for myself through no fault of my own, and what could happen for other pedestrians, such as a father I saw walking up the street briskly with his toddler on his shoulders, or frail elders. I have a number of photos of the footpath."
289,1333,Mowing,General,To mow the grass which has grown higher up just outside the property.
290,1334,Recent shocking recycling road works,General,Shocking recycling road works has left this section of the road in the same poor and dangerous condition that it originally was in. The entry and exit from the bridge over Gooloo Creek is dangerously uneven causing heavy vehicles to veer to the left or right to avoid the hazard. The company doing the road works should improve their work standards immediately! Thank you.
291,1335,Shocking recycling road works has left this section of the road in the same poor and dangerous condition that it originally was in.,General,"A1 Princess Hwy, between Willowgreen Rd and Paterson Rd Falls Creek NSW. Shocking recycling road works has left this section of the road in the same poor and dangerous condition that it originally was in. The is dangerously uneven causing heavy vehicles to veer to the left or right to avoid the hazard. The company doing the road works should improve their work standards immediately! Thank you."
292,1336,Dumped rubbish,General,"Rubbish left on street, including mattresses."
293,1337,Road surface,General,Several potholes
294,1338,Road surface,General,Several potholes
295,1339,Street lights,General,All the street lights on the side closest to Hughes are broken until Canberra hospital.
296,134,Litter pile,General,"Located as indicated on the map, adjacent to the walkway and under a bush, there is a lot of litter that has accumulated over a period of time. This is an ongoing problem."
297,1340,Bollards removed Limburg Way Greenway 2900,General,Two bollards that stop cars driving on the bicycle path next to the children's playground have been removed. Cars are now driving through the gap and parking on the ashpalt area. Children and pedestrians are at risk of being hit by cars.
298,1341,Street light not on,General,Street light needs repair/replacement of light globe as it has not worked for a couple of weeks
299,1342,Road markings,General,Can you change the right turn arrow before Secombe Place to include a straight ahead arrow. So all users have multiple options when approaching Secombe Pl.
300,1343,Pothole on pedestrian crossing,General,There is a dangerous pothole on the pedestrian crossiu
301,1344,Pothole on pedestrian crossing,General,Pothole on pedestrian crossing
302,1345,Dangerous dead tree brancj,General,A dead branch is hanging out of the tree at face-level.
303,1346,Pot hole,General,Pot hole been there for quite some time. Needs repairs
304,1347,Burnt out car,General,This car has been here for over a week
305,1349,Uneven sidewalk,General,There is an identified section of side walk the needs to be grinded down so it's not a trip hazard. Corner of Gungahlin Way and Valley Way. It is sprayed with paint but not grinded yet.
306,135,Safe pedestrian access,General,"Heading south along Terry Road there is no footpath on the left hand side of the road and the footpath on the right hand side goes under some large trees and emerges at a steep set of stairs. The only option for a pedestrian walking down this street is to use these stairs which if you have a wheelchair or are elderly or have a pram is not ideal or even possible. Also this section is not lit at night. Coming home from work I feel very unsafe walking through the pitch dark of the trees and then navigating stairs that I cannot see. I now have a baby and getting a pram through is now also impossible. Lastly, to cross into Commissioners road from the side of Terry Rd with the footpath is quite dangerous as it is a blind corner with traffic. This street caters to school children walking to & from the school at the top of the street."
307,1350,Abandoned vehicle,General,Vehicle has been abandoned and parked here in a 1hr zone for a number of weeks
308,1351,Damaged road,General,Road surface broken and kerbing distorted.
309,1353,Street light out again,General,"Street light out again, I think the tree across the road may be hitting the light. Address of the light is somewhere between 4-6 Wuronga Hill Bonython ACT 2905."
310,1354,"Mcmillan street, yagoona 2199 between 15 & 22",General,"A pothole located between 15 & 22 mcmillan street, yagoona 2199. it has been there since before christmas ."
311,1355,Broken glass from the street light,General,"Broken Street light at 4 wuronga hill Bonython, the glass from the lights is on the ground."
312,1356,Cycling hazard,General,Road surface has a significant bump / lump that is a severe hazard to cyclists.
313,1357,Pruning required,General,Pruning required as plants obstructing path to park.
314,1358,Pathways obstructed by restaurant tables,General,Cafes have extended their tables so far into the pedestrian walkways that movement is increasingly restricted
315,136,Litter Pile,General,"A pile of litter has built up over a period of months under a bush adjacent to the walkway, as indicated on the map. This is an ongoing problem. Please note....on my previous request yesterday about the same problem, I indicated the wrong location on the map.......My apologies."
316,1360,Rockdale road to chillingworks road goat track,General,"The road resembles a paved goat track out dated and full of potholes and is an utter disgrace very dangerous in the wet as potholes fill with water and grow bigger a lot of drivers use Centre fog line to avoid the rough road, forcing oncoming vehicle's over to the far edge of their lane, I'm shocked there hasn't been more accidents."
317,1361,Thornhill street,General,Rough and bumpy
318,1362,Mclerie street,General,Footpath raises when temperature rises posing risk to trip and fall incident to pedestrians
319,1363,Give way to of wombat street,General,Surface of road in need of attention as road is sinking and becoming very rough
320,1364,Broken glass on Library Walk,General,"Lots of broken glass, recently appeared on Library Walk on the underpass"
321,1365,Road surface failure,General,The road surface above this metal plate has deteriorated to the point that it needs addressing.
322,1366,Test,General,Test
323,1367,Wrecked Car on nature strip.,General,"51 Peter Cullen Way, Wright ACT. 2611 A wrecked, unregistered vehicle has been left on the nature strip in varying stages of being stripped. It has broken window glass and sharp edges. It has been on the nature strip for some months."
324,1368,Dead kangaroo,General,Up against the rock wall on the cyclepath
325,1369,Potholes,General,Small slabs of asphalt have lifted on the edge of the main pavement where it joins the T intersection. It makes right hand turns from Uriarra on my bicycle a bit tricky.
326,1370,Footpath on Keeler Street needs to be fixed,Footpaths,A footpath and driveway on Keeler Street has been damaged for more than 2 years. Reports have been made to council but no action yet.
327,1371,Paint spilt on roadway,General,Paint has been spilt on the roadway and has been spread by other cars.
328,1372,"Street lights broken, trees in nature strip need trimming",General,2 street lights are not working now for quite a while. Trees on the nature strips need trimming as every garbage collection day branches are broken off by them and go into the road.
329,1373,Keep clear markings,General,The Keep Clear Markings at this intersection have faded terribly and cars and trucks have recommenced blocking access to Cutcliffe Avenue.
330,1374,No right turn sign required,General,Mary Wade Correctional Centre No right turn from exit driveway required.
331,1375,Erosion on driveway,General,The space between the footpath and the road on the driveway has eroded. It has left a drop off at the footpath and it is a trip hazard.
332,1376,OMG - raised curb from road,General,Parking my car and thought I hit a wombat. I got out of the car to see what appeared like the earth had moved in an earthquake causing the road to sink and the curb and pavement to rise. Much damage caused to my tyre - mid height on the outside surface.
333,1377,Dangerous loose concrete in laneway,General,At the back of 66 Giles street Kingston in the laneway near the Supabarn loading dock door there is a huge hole in the road with a piece of concrete that is raised and loose. This is dangerous and when a car drives over it the concrete moves. Just worried someone is going to be injured by this. Please repair. Thank you.
334,1378,Post on ground,General,Dangerous trip hazard
335,138,Unregistered vehicle parked dangerously,General,1994 GREY HOLDEN COMMODORE UTILITY EXPIRED REGO BU-66-LO (30-4-2014)
336,1380,Incorrect arrows,General,"Westbound on Sunrise Drive at the intersection with Flinders Lane, arrows on the road indicate vehicles must continue straight. There is no arrow allowing left turns onto Flinders Lane."
337,1381,Hidden sign,General,"On Sunshine Motorway northbound after the Yandina-Coolum Road intersection, a new sign for the next motorway exit is obscured as it has been installed behind trees."
338,1382,Bark in Park - Cutcliffe Reserve,General,"The upgraded park has been surrounded by dirty, stinking, syringe hiding bark rather than softfall as used in modern park upgraded. Just look at Coleman Park for example."
339,1384,Greenfield Rd Constantly Potholed,General,There are potholes along the entire length of Greenfield Rd that need constant repair. :-(
340,1385,Greenfield Road Empire Bay,General,There’s constant pothole repair required on this only access road to Empire Bay.
341,1386,Street lights out,General,Street lights have been out for weeks. Neighbors have reported multiple times.
342,1387,Street lights,General,"Many street lights along Airey Crescent and Meston are very dim, if not broken altogether."
343,1389,Spelling mistake in new street signs!,General,These shiny new street signs have spelt Cooranbong as CooranGbong!!!
344,139,Dogs barking early hours of the morning and during the day,General,Hi Fixmystreet
345,1390,Household rubbish dumped and gate rammed to get access,General,I climbed Oakey Hill today and was shocked to see what must have been a trailer of household rubbish dumped just off the bitumen track that goes around the reservoir on the Lyons side. When I got to the bottom of the hill the gate next to the power station was rammed open to gain access. It saddens me that this type of behaviour had spoilt a beautiful site.
346,1391,Footpaths,General,Collapsed footpath between 9 Bromley Street Wanniassa and McBryde Cres underpass
347,1392,Road Sign and KEEP CLEAR markings require Urgent Fix,General,The Do not queue across the intersection sign at the intersection of Lewis Street and Joseph Street Regents Park / Yagoona requires urgent reattachment to its post. The sign is rarely obeyed at this intersection as a result of its poor positioning and the absolutely ridiculously dangerous 80km / hr speed sign just prior to it on a crest south of Lewis Street.
348,1393,Pothole on corner,General,There’s a little pothole right on this corner.
349,1394,Council Infringement issued to disabled driver,General,"I noticed as I was walking along Moore Street, Liverpool that a Vehicle, NSW registration number CYQ56L with a clearly displayed Disability Parking permit displayed had been issued an infringement."
350,1395,Poor playground,General,There is a small park and sparse and rather neglected playground that could really use a facelift and expansion to meet the growing needs of the community. We’ve had a recent influx of young families in the surrounding streets and a real interest in this facility being rejuvenated.
351,1396,Trench across road has subsided,General,Workers dug trench for water across road and back filled the trench but it has subsided 100mm .
352,1398,Fox in Potts Hill area,General,Saturday 2:30pm this dirty fox seen running in open grassed area adjacent to conservation area. It has been seen regularly by others (first time by myself) to be running along here and in and out of bush land.
353,1399,Street Light Out,General,The street light is out... again.
354,1400,Traffic light activation,General,"I am unable to trigger a change of traffic lights on my bicycle from either of the right-turn lanes, when turning onto Boundary Street. Please increase the sensitivity of the triggers."
355,1401,Potholes Need Refilling,General,Recently filled potholes have reopened.
356,141,There are no crossings or speed humps on New Illawarra Road,General,This is a dangerous accident or even death in the making. Many school children from Bexley North Public School walk to school located on Kindsland Road. There are also many older residents that need to cross New Illawarra Road to get public transport to Hurstville. There is no where to cross and in the peak times of the day - cars speed up and down that road. I have sent numerous letters to Rockdale City council with no response. Can someone please help? Direct me to where I can get assistance?
357,142,Large metal plate in median lane,General,"For many months (or years?), there has been a large metal plate fixed on the surface of the median lane on the south west side of Epping Road, between Balaclava Road and Culloden Road, Marsfield, adjacent to Pioneer Park. The underlying problem should be fixed and the plate removed to give a smooth ride for vehicles. I believe that this should be the responsibility of the RMS to fix."
358,144,Damage to Homes from Council Roadworks,General,"Almost 2 years ago, Lake Macquarie City Council undertook major roadworks which involved a total reconstruction of approximately 400 metres. Since that time a problem has occurred with the road materials resulting in major damage to homes fronting the road."
